Number,Question,Image_path,Answer
184,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：掌骨骨折
B：腕管综合征
C：三角纤维软骨复合体损伤 
D：桡骨远端骨折
E：狭窄性腱鞘炎",wrist/3.JPG,D
185,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：狭窄性腱鞘炎
B：掌骨骨折
C：腕管综合征 
D：三角纤维软骨复合体损伤
E：桡骨远端骨折",wrist/4.JPG,E
186,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：桡骨远端骨折
B：狭窄性腱鞘炎
C：掌骨骨折 
D：腕管综合征
E：三角纤维软骨复合体损伤",wrist/5.JPG,C
187,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：三角纤维软骨复合体损伤
B：桡骨远端骨折
C：狭窄性腱鞘炎 
D：掌骨骨折
E：腕管综合征",wrist/6.JPG,E
188,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：腕管综合征
B：三角纤维软骨复合体损伤
C：桡骨远端骨折 
D：狭窄性腱鞘炎
E：掌骨骨折",wrist/7.JPG,A
189,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：掌骨骨折
B：腕管综合征
C：三角纤维软骨复合体损伤 
D：桡骨远端骨折
E：腱鞘囊肿",wrist/8.JPG,E
190,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：狭窄性腱鞘炎
B：掌骨骨折
C：腕管综合征 
D：三角纤维软骨复合体损伤
E：桡骨远端骨折",wrist/9.JPG,A
191,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：桡骨远端骨折
B：狭窄性腱鞘炎
C：掌骨骨折 
D：腕管综合征
E：三角纤维软骨复合体损伤",wrist/10.JPG,B
192,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：颈椎病
B：胸椎管狭窄症
C：腰椎间盘突出症 
D：脊柱侧弯
E：腰肌劳损",spine/1.JPG,A
193,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：腰肌劳损
B：颈椎病
C：胸椎管狭窄症 
D：腰椎间盘突出症
E：脊柱侧弯",spine/2.JPG,B
194,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：脊柱侧弯
B：腰肌劳损
C：寰枢椎脱位
D：胸椎管狭窄症
E：腰椎间盘突出症",spine/3.JPG,C
195,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：腰椎间盘突出症
B：脊柱侧弯
C：腰肌劳损 
D：颈椎病
E：胸椎管狭窄症",spine/4.JPG,D
196,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：胸椎管狭窄症
B：腰椎间盘突出症
C：脊柱侧弯 
D：腰肌劳损
E：颈椎病",spine/5.JPG,C
197,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：无骨折脱位型颈脊髓损伤
B：胸椎管狭窄症
C：腰椎间盘突出症 
D：脊柱侧弯
E：腰肌劳损",spine/6.JPG,A
198,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：腰肌劳损
B：颈椎病
C：胸椎管狭窄症 
D：腰椎间盘突出症
E：脊柱侧弯",spine/7.JPG,C
199,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：颈椎病
B：胸椎管狭窄症
C：腰椎间盘突出症 
D：脊柱侧弯
E：腰肌劳损",spine/8.JPG,C
200,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：腰肌劳损
B：颈椎病
C：胸椎管狭窄症 
D：腰椎间盘突出症
E：脊柱侧弯",spine/9.JPG,D
201,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：脊柱侧弯
B：腰肌劳损
C：颈椎病 
D：胸椎管狭窄症
E：腰椎间盘突出症",spine/10.JPG,E
202,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：腰椎间盘突出症
B：脊柱侧弯
C：腰肌劳损 
D：颈椎病
E：胸椎管狭窄症",spine/11.JPG,A
203,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：胸椎管狭窄症
B：腰椎间盘突出症
C：脊柱侧弯 
D：腰肌劳损
E：颈椎病",spine/12.JPG,C
